朝向,楼层,成交,单价,成交价,税费,区县,区域,装修,电梯,小区,布局,面积
东 西,高楼层(共6层) 1993年建板楼,2019.01.15,73592,350,房屋满两年,东城,崇文门,简装,无电梯,法华南里,1室1厅,47.56
南 北,中楼层(共15层) 2008年建板塔结合,2019.01.14,99884,1372,房屋满五年,东城,崇文门,简装,有电梯,新景家园东区,3室2厅,137.36
东 西,低楼层(共17层) 2004年建板塔结合,2019.01.14,86481,790,房屋满五年,东城,崇文门,精装,有电梯,新景家园东区,3室1厅,91.35
西,中楼层(共16层) 2006年建板塔结合,2019.01.14,97705,557.5,房屋满两年,东城,崇文门,精装,有电梯,国瑞城中区,1室1厅,57.06
南 西,低楼层(共16层) 2006年建板塔结合,2019.01.13,78923,410,近地铁,东城,崇文门,精装,有电梯,国瑞城中区,1室1厅,51.95
南 北,高楼层(共16层) 2006年建板塔结合,2019.01.13,95018,738,房屋满两年,东城,崇文门,精装,有电梯,国瑞城中区,2室1厅,77.67
南,高楼层(共15层) 2006年建板楼,2019.01.13,139802,1170,房屋满五年,东城,崇文门,精装,有电梯,新怡家园,1室1厅,83.69
南 北,低楼层(共14层) 2004年建板塔结合,2019.01.13,85781,628,近地铁,东城,崇文门,简装,有电梯,新景家园西区,2室1厅,73.21
西,中楼层(共16层) 2004年建板塔结合,2019.01.12,93268,550,房屋满五年,东城,崇文门,其他,有电梯,新景家园东区,1室1厅,58.97
南,中楼层(共7层) 2004年建塔楼,2019.01.12,113940,324.5,近地铁,东城,崇文门,简装,有电梯,兴隆都市馨园,1室0厅,28.48
南,高楼层(共6层) 2003年建板塔结合,2019.01.11,90108,480,房屋满五年,东城,崇文门,精装,无电梯,兴隆都市馨园,1室1厅,53.27
南,中楼层(共17层) 2004年建板塔结合,2019.01.07,96648,565,房屋满五年,东城,崇文门,简装,有电梯,新景家园西区,1室1厅,58.46
南 北,高楼层(共13层) 2006年建板楼,2019.01.06,104683,2200,房屋满五年,东城,崇文门,精装,有电梯,新怡家园,4室2厅,210.16
南,低楼层(共16层) 2004年建板塔结合,2019.01.06,95125,560,房屋满五年,东城,崇文门,精装,有电梯,新景家园东区,1室1厅,58.87
南 北,高楼层(共11层) 2004年建板楼,2019.01.05,132813,2550,近地铁,东城,崇文门,精装,有电梯,新怡家园,4室2厅,192
东,中楼层(共6层) 2003年建板塔结合,2019.01.04,86701,678,房屋满五年,东城,崇文门,简装,无电梯,兴隆都市馨园,2室1厅,78.2
南 北,高楼层(共12层) 1980年建板塔结合,2019.01.03,83597,636,房屋满五年,东城,崇文门,简装,有电梯,崇文门东大街,3室1厅,76.08
南 西,高楼层(共16层) 2008年建塔楼,2019.01,,,近地铁,东城,崇文门,其他,有电梯,国瑞城西区,2室1厅,130
南,中楼层(共12层) 1979年建板塔结合,2019.01,,,近地铁,东城,崇文门,精装,有电梯,前门东大街,2室0厅,49.42
西,中楼层(共12层) 2001年建板塔结合,2019.01,,,近地铁,东城,崇文门,简装,有电梯,新景家园西区,3室1厅,116.8
西,高楼层(共15层) 2008年建板塔结合,2019.01,,,房屋满五年,东城,崇文门,其他,有电梯,新景家园东区,1室0厅,30.77
西南,中楼层(共16层) 2004年建板塔结合,2019.01,,,房屋满五年,东城,崇文门,精装,有电梯,新景家园东区,1室1厅,56.81
西北,中楼层(共17层) 2004年建板塔结合,2019.01,,,房屋满五年,东城,崇文门,简装,有电梯,新景家园东区,1室1厅,62.22
西,高楼层(共7层) 2004年建塔楼,2019.01,,,房屋满两年,东城,崇文门,精装,有电梯,,,
西,高楼层(共16层) 2006年建板塔结合,2019.01,,,房屋满两年,东城,崇文门,精装,有电梯,国瑞城东区,1室1厅,47.08
南,低楼层(共6层) 2009年建板楼,2019.01,,,近地铁,东城,崇文门,其他,有电梯,,,
暂无数据,低楼层(共16层) 2004年建板塔结合,2019.01,,,近地铁,东城,崇文门,其他,有电梯,,,
南,低楼层(共7层) 2004年建塔楼,2019.01,,,房屋满五年,东城,崇文门,精装,有电梯,兴隆都市馨园,1室0厅,28.48
南 北,低楼层(共14层) 1980年建板楼,2019.01,,,近地铁,东城,崇文门,其他,有电梯,崇文门东大街,1室1厅,60
南,中楼层(共12层) 1979年建板塔结合,2019.01,,,近地铁,东城,崇文门,精装,有电梯,前门东大街,2室0厅,49.42
东南,高楼层(共16层) 1996年建塔楼,2019.01,,,房屋满两年,东城,崇文门,精装,有电梯,新世界中心,3室2厅,197.69
东 东北,中楼层(共16层) 1996年建塔楼,2019.01,,,近地铁,东城,崇文门,其他,有电梯,新世界中心,3室1厅,147
南 北,中楼层(共6层) 1991年建板楼,2019.01,,,房屋满五年,东城,崇文门,其他,无电梯,法华南里,2室2厅,81.27
南 北,底层(共6层) 2003年建板塔结合,2019.01,,,近地铁,东城,崇文门,其他,无电梯,兴隆都市馨园,2室1厅,68.28
西,中楼层(共12层) 2001年建板塔结合,2018.12.31,93985,875,近地铁,东城,崇文门,精装,有电梯,新景家园西区,2室1厅,93.1
南 北,中楼层(共14层) 1980年建板楼,2018.12.31,79306,484,近地铁,东城,崇文门,毛坯,有电梯,崇文门东大街,2室1厅,61.03
南 北,底层(共6层) 1995年建板楼,2018.12.31,85530,620,房屋满五年,东城,崇文门,其他,无电梯,法华南里,2室1厅,72.49
东,高楼层(共6层) 1978年建板楼,2018.12.31,79699,409.7,房屋满五年,东城,崇文门,精装,无电梯,南岗子,2室1厅,51.4
南,中楼层(共6层) 1990年建板楼,2018.12.29,91107,378,房屋满五年,东城,崇文门,其他,无电梯,营房西街,1室1厅,41.49
南,中楼层(共16层) 2006年建板塔结合,2018.12.28,79929,493,房屋满五年,东城,崇文门,精装,有电梯,国瑞城中区,1室1厅,61.68
南 北,低楼层(共12层) 1979年建板塔结合,2018.12.27,87441,628,近地铁,东城,崇文门,其他,有电梯,前门东大街,3室1厅,71.82
南 北,中楼层(共12层) 1980年建板塔结合,2018.12.25,83831,576,房屋满五年,东城,崇文门,简装,有电梯,崇文门东大街,2室0厅,68.71
南,顶层(共6层) 1990年建板楼,2018.12.19,94853,322.5,近地铁,东城,崇文门,其他,无电梯,营房西街,1室0厅,34
南 北,高楼层(共12层) 2004年建板塔结合,2018.12.19,91795,688,房屋满两年,东城,崇文门,毛坯,有电梯,新景家园东区,2室1厅,74.95
东北,高楼层(共14层) 1985年建板塔结合,2018.12.18,93797,629,近地铁,东城,崇文门,简装,,前门东小街,2室1厅,67.06
西北,高楼层(共16层) 2009年建塔楼,2018.12.17,88772,940,房屋满两年,东城,崇文门,其他,有电梯,国瑞城西区,2室2厅,105.89
西北,高楼层(共12层) 板塔结合,2018.12.14,87429,395,近地铁,东城,崇文门,简装,有电梯,前门东大街,2室1厅,45.18
南 北,中楼层(共15层) 2008年建板塔结合,2018.12.13,100011,982,房屋满五年,东城,崇文门,精装,有电梯,新景家园东区,2室2厅,98.19
西南,低楼层(共18层) 2000年建塔楼,2018.12.13,59840,918,房屋满两年,东城,崇文门,精装,有电梯,太华公寓,2室1厅,153.41
西南,中楼层(共11层) 2004年建板楼,2018.12.13,100472,1130,房屋满五年,东城,崇文门,精装,有电梯,新世界家园,2室1厅,112.47
南 北,低楼层(共15层) 2008年建板塔结合,2018.12.11,96034,1075,房屋满两年,东城,崇文门,精装,有电梯,新景家园东区,2室1厅,111.94
北,高楼层(共7层) 2004年建塔楼,2018.12.09,119662,325,房屋满五年,东城,崇文门,简装,有电梯,兴隆都市馨园,1室0厅,27.16
南 北,顶层(共6层) 1988年建板楼,2018.12.09,74996,434,房屋满五年,东城,崇文门,其他,无电梯,南岗子,2室1厅,57.87
南 北,中楼层(共6层) 2004年建板楼,2018.12.09,90726,675,房屋满五年,东城,崇文门,精装,无电梯,兴隆都市馨园,2室1厅,74.4
南 北,顶层(共6层) 2003年建板塔结合,2018.12.07,82471,773,房屋满五年,东城,崇文门,简装,无电梯,兴隆都市馨园,3室1厅,93.73
东 南 北,底层(共6层) 1995年建板楼,2018.12.07,85251,904,房屋满五年,东城,崇文门,其他,无电梯,法华南里,3室2厅,106.04
东,低楼层(共12层) 2001年建板塔结合,2018.12.05,95060,885,房屋满两年,东城,崇文门,精装,有电梯,新景家园西区,2室1厅,93.1
南 北,低楼层(共16层) 1999年建板塔结合,2018.12.04,105506,757,房屋满五年,东城,崇文门,精装,有电梯,东后河沿,2室1厅,71.75
南,中楼层(共7层) 2004年建塔楼,2018.12.02,92578,348,房屋满两年,东城,崇文门,精装,有电梯,兴隆都市馨园,1室1厅,37.59
东,高楼层(共16层) 1996年建塔楼,2018.12,,,近地铁,东城,崇文门,简装,有电梯,新世界中心,1室0厅,58.4
东 南,中楼层(共16层) 1996年建塔楼,2018.12,,,近地铁,东城,崇文门,其他,有电梯,新世界中心,1室0厅,59.21
南,低楼层(共17层) 2004年建板塔结合,2018.12,,,近地铁,东城,崇文门,其他,有电梯,新裕家园,1室1厅,76.76
东 西,中楼层(共17层) 2005年建板塔结合,2018.12,,,房屋满两年,东城,崇文门,简装,有电梯,新景家园东区,3室1厅,90.95
南 北,底层(共6层) 1991年建板楼,2018.12,,,近地铁,东城,崇文门,其他,无电梯,法华南里,2室2厅,80
东,低楼层(共6层) 2009年建板楼,2018.12,,,近地铁,东城,崇文门,其他,,,,
东,中楼层(共16层) 2009年建塔楼,2018.12,,,房屋满两年,东城,崇文门,精装,有电梯,国瑞城西区,2室1厅,145.7
暂无数据,中楼层(共6层) 1960年建板楼,2018.12,,,近地铁,东城,崇文门,其他,无电梯,,,
东,地下室(共7层) 2004年建塔楼,2018.12,,,近地铁,东城,崇文门,其他,有电梯,,,
南,高楼层(共16层) 2004年建板楼,2018.12,,,房屋满两年,东城,崇文门,其他,有电梯,新景家园西区,1室1厅,59
西,中楼层(共16层) 2009年建塔楼,2018.12,,,房屋满两年,东城,崇文门,精装,有电梯,国瑞城西区,1室1厅,120.46
南 北,中楼层(共16层) 2006年建板塔结合,2018.12,,,房屋满五年,东城,崇文门,精装,有电梯,国瑞城中区,2室1厅,79.84
东,顶层(共16层) 2006年建板塔结合,2018.12,,,房屋满两年,东城,崇文门,精装,有电梯,国瑞城中区,1室1厅,51.85
南 北,低楼层(共16层) 2006年建板塔结合,2018.12,,,近地铁,东城,崇文门,其他,有电梯,国瑞城中区,2室1厅,82.46
东 北,中楼层(共6层) 1960年建板楼,2018.12,,,近地铁,东城,崇文门,其他,无电梯,体育馆路13号,2室0厅,62.16
南,中楼层(共12层) 1984年建板塔结合,2018.12,,,房屋满两年,东城,崇文门,精装,有电梯,崇文门东大街,1室1厅,40.22
北,中楼层(共7层) 2004年建塔楼,2018.12,,,房屋满五年,东城,崇文门,其他,有电梯,兴隆都市馨园,1室0厅,27.82
北,中楼层(共17层) 2000年建塔楼,2018.12,,,房屋满五年,东城,崇文门,其他,有电梯,,,
南 北,中楼层(共12层) 2004年建板楼,2018.12,,,房屋满五年,东城,崇文门,精装,有电梯,新景家园东区,2室1厅,82.41
西,高楼层(共16层) 2006年建板塔结合,2018.11.30,84162,635,房屋满两年,东城,崇文门,其他,有电梯,国瑞城东区,2室1厅,75.45
西,低楼层(共16层) 2009年建塔楼,2018.11.29,63920,785,近地铁,东城,崇文门,精装,有电梯,国瑞城西区,1室1厅,122.81
南,低楼层(共16层) 2004年建板楼,2018.11.29,95175,570,房屋满五年,东城,崇文门,精装,有电梯,新景家园西区,1室1厅,59.89
西,中楼层(共16层) 2006年建板塔结合,2018.11.29,88921,618,近地铁,东城,崇文门,其他,有电梯,国瑞城中区,2室1厅,69.5
东,低楼层(共16层) 2006年建板塔结合,2018.11.26,91520,518,房屋满五年,东城,崇文门,其他,有电梯,国瑞城中区,1室1厅,56.6
东,底层(共16层) 1999年建板塔结合,2018.11.25,84551,770,房屋满五年,东城,崇文门,精装,有电梯,东后河沿,2室1厅,91.07
南,低楼层(共16层) 2006年建板塔结合,2018.11.25,85424,528,房屋满五年,东城,崇文门,简装,有电梯,国瑞城中区,1室1厅,61.81
西,低楼层(共17层) 2005年建板塔结合,2018.11.19,94292,560,房屋满五年,东城,崇文门,简装,有电梯,新景家园东区,1室1厅,59.39
南,中楼层(共12层) 2005年建板塔结合,2018.11.19,107572,645,近地铁,东城,崇文门,简装,有电梯,新景家园东区,1室1厅,59.96
南,中楼层(共6层) 1960年建板楼,2018.11.18,71526,475,房屋满五年,东城,崇文门,简装,无电梯,体育馆路13号,2室1厅,66.41
南,底层(共17层) 2004年建板楼,2018.11.17,81602,487,房屋满五年,东城,崇文门,其他,有电梯,新景家园东区,1室1厅,59.68
南,地下室(共6层) 1995年建板楼,2018.11.17,60830,259.5,房屋满五年,东城,崇文门,其他,无电梯,法华南里,1室1厅,42.66
东 西,低楼层(共11层) 2004年建板楼,2018.11.16,92432,1198,房屋满五年,东城,崇文门,精装,有电梯,新世界家园,2室1厅,129.61
南 北,顶层(共6层) 2003年建板楼,2018.11.14,81881,775,房屋满五年,东城,崇文门,精装,无电梯,兴隆都市馨园,3室1厅,94.65
南 北,底层(共6层) 1996年建板楼,2018.11.13,82828,819,房屋满五年,东城,崇文门,精装,无电梯,体育馆路13号,3室1厅,98.88
东南 北,低楼层(共6层) 2003年建板楼,2018.11.13,95309,705,近地铁,东城,崇文门,简装,无电梯,兴隆都市馨园,2室1厅,73.97
西,中楼层(共18层) 2000年建塔楼,2018.11.12,71771,465,房屋满五年,东城,崇文门,简装,有电梯,太华公寓,1室0厅,64.79
西,高楼层(共17层) 2005年建板塔结合,2018.11.12,94292,560,房屋满五年,东城,崇文门,精装,有电梯,新景家园东区,1室1厅,59.39
南,顶层(共7层) 2004年建塔楼,2018.11.11,119678,289.5,房屋满五年,东城,崇文门,精装,有电梯,兴隆都市馨园,1室0厅,24.19
西南 北,中楼层(共14层) 1980年建板楼,2018.11.11,88730,538.5,房屋满五年,东城,崇文门,其他,有电梯,崇文门东大街,2室1厅,60.69
北,顶层(共13层) 2007年建板塔结合,2018.11.10,126985,432,房屋满五年,东城,崇文门,简装,有电梯,新裕家园,1室0厅,34.02
北,中楼层(共7层) 2004年建塔楼,2018.11.10,104973,304,房屋满两年,东城,崇文门,精装,有电梯,兴隆都市馨园,1室0厅,28.96
东 西,中楼层(共13层) 2005年建板塔结合,2018.11.04,92083,785,房屋满五年,东城,崇文门,简装,有电梯,新景家园东区,2室1厅,85.25
南,高楼层(共12层) 1980年建板塔结合,2018.11.02,95803,420,房屋满两年,东城,崇文门,其他,有电梯,崇文门东大街,1室1厅,43.84
南 北,中楼层(共17层) 2004年建板塔结合,2018.11,,,近地铁,东城,崇文门,其他,有电梯,新景家园东区,3室1厅,91.29
南,中楼层(共16层) 1979年建塔楼,2018.11,,,近地铁,东城,崇文门,其他,有电梯,前门东大街,1室0厅,34.7
南 北,中楼层(共12层) 1980年建板塔结合,2018.11,,,近地铁,东城,崇文门,精装,有电梯,崇文门东大街,2室1厅,68.71
南 北,地下室(共6层) 2003年建板塔结合,2018.11,,,近地铁,东城,崇文门,其他,无电梯,兴隆都市馨园,2室1厅,67.95
南,中楼层(共16层) 2006年建板塔结合,2018.11,,,近地铁,东城,崇文门,其他,有电梯,国瑞城中区,1室1厅,61.31
南 北,高楼层(共13层) 2010年建板塔结合,2018.11,,,近地铁,东城,崇文门,其他,有电梯,新景家园东区,2室1厅,101.82
东,高楼层(共16层) 1996年建塔楼,2018.11,,,房屋满两年,东城,崇文门,其他,有电梯,,,
南,中楼层(共17层) 2004年建板塔结合,2018.11,,,近地铁,东城,崇文门,其他,有电梯,新景家园西区,1室1厅,56.92
南 北,中楼层(共17层) 2004年建板塔结合,2018.11,,,近地铁,东城,崇文门,精装,有电梯,新裕家园,2室1厅,103
东,高楼层(共16层) 2006年建板楼,2018.11,,,近地铁,东城,崇文门,其他,有电梯,国瑞城中区,2室1厅,69.96
南,高楼层(共16层) 2013年建塔楼,2018.11,,,近地铁,东城,崇文门,精装,有电梯,,,
南 北,高楼层(共14层) 2004年建板塔结合,2018.11,,,房屋满五年,东城,崇文门,简装,有电梯,新景家园西区,2室1厅,72.77
西南,中楼层(共16层) 2009年建塔楼,2018.11,,,房屋满两年,东城,崇文门,精装,有电梯,国瑞城西区,3室1厅,186.85
南 北,顶层(共6层) 2003年建板楼,2018.11,,,房屋满五年,东城,崇文门,其他,无电梯,兴隆都市馨园,3室1厅,94.71
南,中楼层(共17层) 2004年建板塔结合,2018.11,,,房屋满五年,东城,崇文门,简装,有电梯,新裕家园,1室1厅,76.76
东北,中楼层(共16层) 2009年建塔楼,2018.11,,,房屋满五年,东城,崇文门,精装,有电梯,国瑞城西区,2室2厅,136.48
东 西,中楼层(共17层) 2004年建板楼,2018.11,,,房屋满五年,东城,崇文门,精装,有电梯,新景家园东区,2室1厅,85.27
南,中楼层(共6层) 2004年建板楼,2018.11,,,房屋满五年,东城,崇文门,精装,无电梯,兴隆都市馨园,1室1厅,53.31
南 北,中楼层(共12层) 2006年建板楼,2018.11,,,房屋满五年,东城,崇文门,精装,有电梯,国瑞城中区,3室1厅,146.76
南,高楼层(共15层) 2006年建板楼,2018.11,,,房屋满五年,东城,崇文门,精装,有电梯,新怡家园,2室1厅,98.27
南,中楼层(共12层) 1979年建板塔结合,2018.11,,,房屋满两年,东城,崇文门,其他,有电梯,,,
东南,低楼层(共16层) 2006年建板塔结合,2018.11,,,房屋满五年,东城,崇文门,简装,有电梯,国瑞城中区,3室1厅,96.26
东 北,中楼层(共17层) 2005年建板塔结合,2018.10.31,94584,585,房屋满五年,东城,崇文门,简装,有电梯,新景家园东区,1室1厅,61.85
西 北,高楼层(共16层) 2009年建塔楼,2018.10.31,89323,901,房屋满两年,东城,崇文门,精装,有电梯,国瑞城西区,2室1厅,100.87
南,顶层(共14层) 1980年建板楼,2018.10.29,88173,492,近地铁,东城,崇文门,精装,有电梯,崇文门东大街,2室1厅,55.8
南 北,地下室(共6层) 1994年建板楼,2018.10.25,55961,430,房屋满两年,东城,崇文门,精装,无电梯,法华南里,2室1厅,76.84
南 北,中楼层(共6层) 2003年建板塔结合,2018.10.25,96141,710,房屋满五年,东城,崇文门,其他,无电梯,兴隆都市馨园,2室1厅,73.85
南,中楼层(共17层) 2004年建板塔结合,2018.10.24,103961,798,房屋满两年,东城,崇文门,简装,有电梯,新裕家园,1室1厅,76.76
